sno,Influencer_ID,Influencer_Name,Platform,Influencer_Tier,Followers,Likes,Comments,Shares,Campaign_ID,Campaign_Cost,Revenue,Campaign_Type,Total_Engagement,Engagement_Rate,Calculated_ROI,CPE,Data_Status,Is_Undervalued_Influencer
2147,INF0438,Influencer_438,Facebook,Nano,602958,15151,1024,260,CAM02186,911,12348,Product Launch,16435,0.0273,12.5543,0.0554,Verified,No
2149,INF0438,Influencer_438,Youtube,Mega,408202,22286,1470,530,CAM02187,2707,20416,Product Launch,24286,0.0595,6.5419,0.1115,Verified,No
2150,INF0296,Influencer_296,Youtube,Mega,888766,73129,4140,3633,CAM01479,2789.5,56190,Promotion,80902,0.091,19.1434,0.0345,Verified,No
2153,INF0438,Influencer_438,Instagram,Nano,645938,18443,2036,240,CAM02189,2037,15280,Giveaway,20719,0.0321,6.5012,0.0983,Verified,No
2156,INF0419,Influencer_419,Instagram,Micro,517307,53059,9829,2473,CAM02095,652,47296,Product Launch,65361,0.1263,71.5399,0.01,Verified,Yes
2157,INF0297,Influencer_297,Instagram,Nano,165486,1689,146,62,CAM01481,284,2151,Giveaway,1897,0.0115,6.5739,0.1497,Verified,No
2158,INF0439,Influencer_439,Facebook,Nano,67846,4109,368,62,CAM02191,2032,6551,Giveaway,4539,0.0669,2.2239,0.4477,Verified,No
2159,INF0439,Influencer_439,Youtube,Nano,558524,51035,8716,1070,CAM02192,1189,44773,Promotion,60821,0.1089,36.656,0.0195,Verified,Yes
2167,INF0297,Influencer_297,Youtube,Nano,976315,81973,13557,2776,CAM01484,951,69254,Promotion,98306,0.1007,71.8223,0.0097,Verified,Yes
2168,INF0440,Influencer_440,Youtube,Nano,142248,39007,1691,397,CAM02196,1383,13687,Promotion,41095,0.2889,8.8966,0.0337,Verified,No
2169,INF0440,Influencer_440,Instagram,Micro,217197,20630,2632,267,CAM02197,1822,22828,Promotion,23529,0.1083,11.5291,0.0774,Verified,No
2171,INF0440,Influencer_440,Facebook,Micro,88367,4317,626,87,CAM02198,4032,22630,Giveaway,5030,0.0569,4.6126,0.8016,Verified,No
2172,INF0298,Influencer_298,Instagram,Micro,101591,6876,1273,113,CAM01486,546,8068,Promotion,8262,0.0813,13.7766,0.0661,Verified,No
2175,INF0298,Influencer_298,Youtube,Nano,50810,797,111,9,CAM01488,692,3502,Giveaway,917,0.018,4.0607,0.7546,Verified,No
2176,INF0474,Influencer_474,Instagram,Nano,694278,11429,733,380,CAM02368,1715,14244,Product Launch,12542,0.0181,7.3055,0.1367,Verified,No
2179,INF0441,Influencer_441,Instagram,Macro,399216,39033,6075,1502,CAM02201,3350,46435,Product Launch,46610,0.1168,12.8612,0.0719,Verified,No
2180,INF0474,Influencer_474,Facebook,Micro,682669,16083,2934,268,CAM02369,3999,28093,Product Launch,19285,0.0282,6.025,0.2074,Verified,No
2181,INF0298,Influencer_298,Facebook,Nano,145867,5593,387,160,CAM01490,1885,4902,Giveaway,6140,0.0421,1.6005,0.307,Verified,No
2184,INF0441,Influencer_441,Youtube,Macro,231413,17575,2427,491,CAM02203,155,13957,Promotion,20493,0.0886,89.0452,0.0076,Verified,Yes
2185,INF0299,Influencer_299,Instagram,Micro,423397,5483,619,251,CAM01491,4879,20598,Giveaway,6353,0.015,3.2218,0.768,Verified,No
2186,INF0441,Influencer_441,Facebook,Macro,577380,26303,2014,645,CAM02204,4361,37223,Promotion,28962,0.0502,7.5354,0.1506,Verified,No
2187,INF0475,Influencer_475,Facebook,Micro,913415,31960,9752,1112,CAM02371,349,47916,Giveaway,42824,0.0469,136.2951,0.0081,Verified,Yes
2189,INF0299,Influencer_299,Youtube,Micro,72325,846,46,39,CAM01492,610,3405,Product Launch,931,0.0129,4.582,0.6552,Verified,No
2193,INF0442,Influencer_442,Facebook,Micro,664621,64397,12308,1143,CAM02206,4837,60600,Giveaway,77848,0.1171,11.5284,0.0621,Verified,No
2195,INF0475,Influencer_475,Youtube,Macro,429106,33335,1895,602,CAM02374,99,20975,Giveaway,35832,0.0835,210.8687,0.0028,Verified,Yes
2197,INF0442,Influencer_442,Instagram,Macro,714537,21421,2172,876,CAM02207,2017,19538,Giveaway,24469,0.0342,8.6867,0.0824,Verified,No
2200,INF0300,Influencer_300,Youtube,Mega,618985,37378,7257,1311,CAM01496,1508,36040,Giveaway,45946,0.0742,22.8992,0.0328,Verified,Yes
2202,INF0476,Influencer_476,Facebook,Macro,392374,23361,1595,338,CAM02376,4708,18297,Product Launch,25294,0.0645,2.8864,0.1861,Verified,No
2203,INF0300,Influencer_300,Facebook,Micro,982489,19063,3012,714,CAM01497,322,16975,Product Launch,22789,0.0232,51.7174,0.0141,Verified,Yes
2205,INF0300,Influencer_300,Instagram,Nano,485600,22540,1338,965,CAM01498,2493,15940,Promotion,24843,0.0512,5.3939,0.1004,Verified,No
2206,INF0476,Influencer_476,Instagram,Mega,539800,7459,940,293,CAM02378,1675,12808,Giveaway,8692,0.0161,6.6466,0.1927,Verified,No
2211,INF0301,Influencer_301,Youtube,Micro,355451,22401,2646,891,CAM01501,2949,21446,Product Launch,25938,0.073,6.2723,0.1137,Verified,No
2212,INF0477,Influencer_477,Youtube,Macro,345994,6059,308,67,CAM02381,2591,10610,Product Launch,6434,0.0186,3.0949,0.4027,Verified,No
2213,INF0301,Influencer_301,Facebook,Mega,539800,41960,478,279,CAM01502,2340,9089,Product Launch,42717,0.0791,2.8842,0.0548,Verified,No
2214,INF0477,Influencer_477,Facebook,Nano,174625,7515,990,230,CAM02382,2009,13487,Giveaway,8735,0.05,5.7133,0.23,Verified,No
2216,INF0477,Influencer_477,Instagram,Micro,337837,3969,264,168,CAM02383,4498,8471,Product Launch,4401,0.013,0.8833,1.022,Verified,No
2217,INF0301,Influencer_301,Instagram,Micro,652712,22286,1251,851,CAM01504,4207,32079,Product Launch,24388,0.0374,6.6251,0.1725,Verified,No
2221,INF0302,Influencer_302,Instagram,Micro,309792,29871,4599,1256,CAM01506,2098,28778,Giveaway,35726,0.1153,12.7169,0.0587,Verified,No
2222,INF0478,Influencer_478,Instagram,Macro,10012,490,44,24,CAM02386,3173,15299,Giveaway,558,0.0557,3.8216,5.6864,Verified,No
2223,INF0302,Influencer_302,Youtube,Mega,399471,12424,1516,398,CAM01507,3445,14990,Promotion,14338,0.0359,3.3512,0.2403,Verified,No
2224,INF0478,Influencer_478,Youtube,Micro,905318,38317,6040,1320,CAM02387,4167,39995,Giveaway,45677,0.0505,8.598,0.0912,Verified,No
2228,INF0478,Influencer_478,Facebook,Nano,665276,39007,1044,538,CAM02389,1736,13134,Promotion,40589,0.061,6.5657,0.0428,Verified,No
2229,INF0302,Influencer_302,Facebook,Micro,247553,4016,400,85,CAM01510,4843,18483,Product Launch,4501,0.0182,2.8164,1.076,Verified,No
2231,INF0303,Influencer_303,Instagram,Micro,695025,30078,3696,678,CAM01511,2626,32441,Promotion,34452,0.0496,11.3538,0.0762,Verified,No
2232,INF0479,Influencer_479,Facebook,Micro,430857,15659,1192,652,CAM02391,1526,15057,Giveaway,17503,0.0406,8.867,0.0872,Verified,No
2233,INF0303,Influencer_303,Facebook,Nano,137817,2686,409,97,CAM01512,4242,12208,Product Launch,3192,0.0232,1.8779,1.3289,Verified,No
2235,INF0303,Influencer_303,Youtube,Nano,151853,2229,407,99,CAM01513,4353,8611,Giveaway,2735,0.018,0.9782,1.5916,Verified,No
2240,INF0479,Influencer_479,Instagram,Micro,865369,16487,1805,499,CAM02395,2389,15063,Giveaway,18791,0.0217,5.3051,0.1271,Verified,No
2241,INF0304,Influencer_304,Youtube,Macro,225839,21656,4040,1050,CAM01516,4458,31143,Product Launch,26746,0.1184,5.9859,0.1667,Verified,No
2242,INF0480,Influencer_480,Facebook,Nano,9109,879,100,26,CAM02396,2321,7557,Promotion,1005,0.1103,2.2559,2.3095,Verified,No
2243,INF0304,Influencer_304,Instagram,Nano,528169,35070,5355,526,CAM01517,4572,29277,Product Launch,40951,0.0775,5.4035,0.1116,Verified,No
2247,INF0304,Influencer_304,Facebook,Mega,210304,17129,3398,636,CAM01519,4469,22865,Promotion,21163,0.1006,4.1164,0.2112,Verified,No
2248,INF0480,Influencer_480,Instagram,Micro,483156,22987,2185,833,CAM02399,884,19616,Giveaway,26005,0.0538,21.19,0.034,Verified,Yes
2250,INF0480,Influencer_480,Youtube,Micro,13442,367,33,16,CAM02400,757,1153,Promotion,416,0.0309,0.5231,1.8197,Verified,No
2251,INF0305,Influencer_305,Youtube,Nano,744681,45055,5464,1875,CAM01521,391,34780,Promotion,52394,0.0704,87.9514,0.0075,Verified,Yes
2252,INF0481,Influencer_481,Youtube,Micro,88087,5183,1003,83,CAM02401,208,4444,Promotion,6269,0.0712,20.3654,0.0332,Verified,No
2253,INF0305,Influencer_305,Instagram,Micro,31531,2062,316,53,CAM01522,1710,7879,Promotion,2431,0.0771,3.6076,0.7034,Verified,No
2254,INF0481,Influencer_481,Instagram,Nano,224023,12158,2071,447,CAM02402,4258,22316,Promotion,14676,0.0655,4.241,0.2901,Verified,No
2255,INF0305,Influencer_305,Facebook,Nano,347418,4606,611,176,CAM01523,4599,12156,Product Launch,5393,0.0155,1.6432,0.8528,Verified,No
2256,INF0481,Influencer_481,Facebook,Micro,992806,40225,5424,871,CAM02403,1551,34032,Product Launch,46520,0.0469,20.942,0.0333,Verified,Yes
2260,INF0306,Influencer_306,Facebook,Nano,939565,43414,7271,2106,CAM01526,1299,40347,Giveaway,52791,0.0562,30.06,0.0246,Verified,Yes
2262,INF0306,Influencer_306,Youtube,Macro,229208,12213,1300,299,CAM01527,2960,19265,Product Launch,13812,0.0603,5.5084,0.2143,Verified,No
2263,INF0482,Influencer_482,Youtube,Macro,709854,34282,2031,1106,CAM02406,4818,26442,Promotion,37419,0.0527,4.4882,0.1288,Verified,No
2264,INF0306,Influencer_306,Instagram,Micro,770890,76166,10884,2744,CAM01528,4427,71800,Giveaway,89794,0.1165,15.2187,0.0493,Verified,No
2269,INF0482,Influencer_482,Facebook,Nano,725353,11946,1078,157,CAM02409,3439,21750,Promotion,13181,0.0182,5.3245,0.2609,Verified,No
2271,INF0307,Influencer_307,Instagram,Nano,846684,34408,6835,1064,CAM01531,2493,32308,Product Launch,42307,0.05,11.9595,0.0589,Verified,No
2272,INF0307,Influencer_307,Youtube,Nano,605281,39007,1273,370,CAM01532,1379,17440,Promotion,40650,0.0672,11.6468,0.0339,Verified,No
2273,INF0483,Influencer_483,Youtube,Micro,892123,48568,8795,2209,CAM02411,2491,46934,Product Launch,59572,0.0668,17.8414,0.0418,Verified,No
2275,INF0483,Influencer_483,Instagram,Micro,291318,10031,560,440,CAM02412,1706,12056,Product Launch,11031,0.0379,6.0668,0.1547,Verified,No
2276,INF0307,Influencer_307,Facebook,Macro,938738,67141,3385,3171,CAM01534,1238,47710,Giveaway,73697,0.0785,37.538,0.0168,Verified,Yes
2280,INF0308,Influencer_308,Youtube,Nano,818417,67907,13387,3195,CAM01536,4558,74144,Product Launch,84489,0.1032,15.2668,0.0539,Verified,No
2283,INF0484,Influencer_484,Youtube,Micro,460410,5095,350,117,CAM02416,3697,18316,Giveaway,5562,0.0121,3.9543,0.6647,Verified,No
2284,INF0308,Influencer_308,Instagram,Micro,15633,1463,249,24,CAM01538,4510,21628,Product Launch,1736,0.111,3.7956,2.5979,Verified,No
2285,INF0484,Influencer_484,Facebook,Nano,477827,19334,2874,748,CAM02417,3180,25960,Giveaway,22956,0.048,7.1635,0.1385,Verified,No
2288,INF0484,Influencer_484,Instagram,Micro,151424,11812,1060,264,CAM02419,1709,13301,Giveaway,13136,0.0867,6.7829,0.1301,Verified,No
2289,INF0308,Influencer_308,Facebook,Micro,473243,13378,1575,560,CAM01540,2702,12872,Giveaway,15513,0.0328,3.7639,0.1742,Verified,No
2291,INF0309,Influencer_309,Youtube,Micro,593735,35221,5473,1469,CAM01541,1159,30133,Giveaway,42163,0.071,24.9991,0.0275,Verified,Yes
2292,INF0485,Influencer_485,Facebook,Micro,579800,27754,4329,1358,CAM02421,456,24017,Giveaway,33441,0.0577,51.6689,0.0136,Verified,Yes
2294,INF0485,Influencer_485,Youtube,Macro,649552,32944,6472,395,CAM02422,4549,30488,Giveaway,39811,0.0613,5.7021,0.1143,Verified,No
2297,INF0309,Influencer_309,Facebook,Macro,363205,3980,570,105,CAM01544,3275,6216,Giveaway,4655,0.0128,0.898,0.7035,Verified,No
2301,INF0310,Influencer_310,Youtube,Macro,978515,37955,5294,1297,CAM01546,3478,40822,Giveaway,44546,0.0455,10.7372,0.0781,Verified,No
2302,INF0486,Influencer_486,Instagram,Macro,53243,845,98,37,CAM02426,3392,16201,Giveaway,980,0.0184,3.7762,3.4612,Verified,No
2304,INF0486,Influencer_486,Facebook,Mega,221851,20183,3436,452,CAM02427,4820,35164,Product Launch,24071,0.1085,6.2954,0.2002,Verified,No
2307,INF0310,Influencer_310,Instagram,Nano,343368,8974,752,98,CAM01549,2743,14437,Product Launch,9824,0.0286,4.2632,0.2792,Verified,No
2311,INF0311,Influencer_311,Youtube,Nano,864689,42651,7151,585,CAM01551,86,33563,Giveaway,50387,0.0583,389.2674,0.0017,Verified,Yes
2312,INF0487,Influencer_487,Youtube,Macro,213810,14022,2793,552,CAM02431,2278,22122,Promotion,17367,0.0812,8.7112,0.1312,Verified,No
2314,INF0487,Influencer_487,Instagram,Micro,782085,20564,3986,731,CAM02432,4420,39031,Promotion,25281,0.0323,7.8305,0.1748,Verified,No
2315,INF0311,Influencer_311,Instagram,Nano,721489,24035,3756,446,CAM01553,3933,34036,Product Launch,28237,0.0391,7.654,0.1393,Verified,No
2316,INF0487,Influencer_487,Facebook,Nano,58429,2762,542,91,CAM02433,3451,15694,Giveaway,3395,0.0581,3.5477,1.0165,Verified,No
2318,INF0311,Influencer_311,Facebook,Micro,517307,34192,5779,1185,CAM01554,3500,34147,Promotion,41156,0.0796,8.7563,0.085,Verified,No
2321,INF0501,Influencer_501,Facebook,Micro,458199,33480,4967,1317,CAM02503,4496,35756,Giveaway,39764,0.0868,6.9528,0.1131,Verified,No
2324,INF0501,Influencer_501,Youtube,Nano,474137,20568,3282,543,CAM02505,1040,19896,Product Launch,24393,0.0514,18.1308,0.0426,Verified,No
2325,INF0488,Influencer_488,Facebook,Nano,14448,199,30,6,CAM02436,3941,15008,Product Launch,235,0.0163,2.8082,16.7702,Verified,No
2326,INF0502,Influencer_502,Instagram,Micro,738667,53050,6307,1730,CAM02506,4243,53959,Giveaway,61087,0.0827,11.7172,0.0695,Verified,No
2327,INF0502,Influencer_502,Youtube,Mega,274445,7292,1283,108,CAM02507,4598,22564,Promotion,8683,0.0316,3.9074,0.5295,Verified,No
2329,INF0502,Influencer_502,Facebook,Mega,23836,2206,262,28,CAM02508,2220,9677,Promotion,2496,0.1047,3.359,0.8894,Verified,No
2330,INF0488,Influencer_488,Instagram,Nano,707791,34214,3470,584,CAM02438,515,26409,Product Launch,38268,0.0541,50.2796,0.0135,Verified,Yes
2335,INF0503,Influencer_503,Instagram,Micro,958880,57936,4668,2671,CAM02511,1721,46204,Giveaway,65275,0.0681,25.8472,0.0264,Verified,Yes
2336,INF0489,Influencer_489,Facebook,Macro,73468,2557,433,55,CAM02441,2571,6020,Giveaway,3045,0.0414,1.3415,0.8443,Verified,No
2337,INF0503,Influencer_503,Youtube,Micro,943997,26626,2881,789,CAM02512,4039,36779,Giveaway,30296,0.0321,8.106,0.1333,Verified,No
2338,INF0489,Influencer_489,Instagram,Macro,857334,55639,7459,2592,CAM02442,3022,49357,Product Launch,65690,0.0766,15.3326,0.046,Verified,No
2341,INF0503,Influencer_503,Facebook,Nano,325639,25490,3667,1088,CAM02514,2240,29922,Product Launch,30245,0.0929,12.358,0.0741,Verified,No
2342,INF0489,Influencer_489,Youtube,Micro,559382,46723,6916,2035,CAM02444,1720,40777,Product Launch,55674,0.0995,22.7076,0.0309,Verified,Yes
2345,INF0504,Influencer_504,Instagram,Micro,517307,1924,299,61,CAM02516,3781,8392,Product Launch,2284,0.0044,1.2195,1.6554,Verified,No
2346,INF0490,Influencer_490,Youtube,Micro,695402,13151,2152,445,CAM02446,3528,15514,Product Launch,15748,0.0226,3.3974,0.224,Verified,No
2347,INF0504,Influencer_504,Facebook,Macro,415599,40645,3145,993,CAM02517,3455,33758,Product Launch,44783,0.1078,8.7708,0.0771,Verified,No
2348,INF0456,Influencer_456,Youtube,Nano,424751,35046,2601,760,CAM02277,1721,27697,Product Launch,38407,0.0904,15.0936,0.0448,Verified,No
2349,INF0490,Influencer_490,Facebook,Macro,570677,55815,10011,2366,CAM02447,1262,53952,Product Launch,68192,0.1195,41.7512,0.0185,Verified,Yes
2351,INF0456,Influencer_456,Instagram,Macro,377556,8208,1349,104,CAM02278,1320,12114,Product Launch,9661,0.0256,8.1773,0.1366,Verified,No
2352,INF0490,Influencer_490,Instagram,Micro,224080,6567,1291,79,CAM02448,2677,11880,Product Launch,7937,0.0354,3.4378,0.3373,Verified,No
2358,INF0505,Influencer_505,Youtube,Nano,655942,7037,1002,96,CAM02521,4829,12305,Promotion,8135,0.0124,1.5481,0.5936,Verified,No
2360,INF0505,Influencer_505,Facebook,Macro,594982,42511,3638,1169,CAM02522,4216,39585,Promotion,47318,0.0795,8.3892,0.0891,Verified,No
2361,INF0491,Influencer_491,Youtube,Nano,800362,14325,1746,560,CAM02451,3861,18581,Giveaway,16631,0.0208,3.8125,0.2322,Verified,No
2362,INF0457,Influencer_457,Instagram,Micro,517307,11426,1134,148,CAM02281,1418,11397,Giveaway,12708,0.0246,7.0374,0.1116,Verified,No
2363,INF0505,Influencer_505,Instagram,Micro,806809,27349,3194,1052,CAM02523,3722,29202,Product Launch,31595,0.0392,6.8458,0.1178,Verified,No
2365,INF0457,Influencer_457,Youtube,Micro,811944,43579,7308,1282,CAM02282,3001,43117,Promotion,52169,0.0643,13.3675,0.0575,Verified,No
2367,INF0491,Influencer_491,Instagram,Nano,216886,12940,850,140,CAM02453,1731,15642,Product Launch,13930,0.0642,8.0364,0.1243,Verified,No
2369,INF0491,Influencer_491,Facebook,Micro,874623,64110,5152,2354,CAM02454,1291,48470,Product Launch,71616,0.0819,36.5445,0.018,Verified,Yes
2371,INF0506,Influencer_506,Instagram,Nano,873730,62781,6156,1126,CAM02526,4181,62760,Promotion,70063,0.0802,14.0108,0.0597,Verified,No
2373,INF0506,Influencer_506,Youtube,Micro,517307,26987,2441,713,CAM02528,4759,41143,Promotion,30141,0.0583,7.6453,0.1579,Verified,No
2377,INF0492,Influencer_492,Youtube,Nano,62330,5590,335,269,CAM02456,1207,6514,Promotion,6194,0.0994,4.3969,0.1949,Verified,No
2378,INF0507,Influencer_507,Facebook,Nano,922382,39007,4448,634,CAM02531,1287,22480,Giveaway,44089,0.0478,16.467,0.0292,Verified,No
2379,INF0457,Influencer_457,Facebook,Micro,908701,14611,802,499,CAM02284,3423,25053,Giveaway,15912,0.0175,6.319,0.2151,Verified,No
2380,INF0492,Influencer_492,Instagram,Micro,368101,26761,3502,814,CAM02457,299,21232,Promotion,31077,0.0844,70.01,0.0096,Verified,Yes
2383,INF0458,Influencer_458,Youtube,Nano,81664,1797,327,54,CAM02286,4274,5643,Product Launch,2178,0.0267,0.3203,1.9624,Verified,No
2384,INF0492,Influencer_492,Facebook,Micro,40305,773,93,24,CAM02459,1975,9692,Promotion,890,0.0221,3.9073,2.2191,Verified,No
2385,INF0458,Influencer_458,Instagram,Micro,822632,8900,1480,320,CAM02287,4978,27185,Giveaway,10700,0.013,4.461,0.4652,Verified,No
2388,INF0493,Influencer_493,Youtube,Mega,837852,69026,9011,3197,CAM02461,4083,66784,Giveaway,81234,0.097,15.3566,0.0503,Verified,No
2389,INF0507,Influencer_507,Youtube,Micro,140769,7349,1330,88,CAM02532,306,6909,Giveaway,8767,0.0623,21.5784,0.0349,Verified,Yes
2391,INF0493,Influencer_493,Instagram,Micro,780276,47251,7042,2047,CAM02462,558,40674,Giveaway,56340,0.0722,71.8925,0.0099,Verified,Yes
2392,INF0442,Influencer_442,Youtube,Micro,793465,40913,8177,1782,CAM02210,3983,40071,Promotion,50872,0.0641,9.0605,0.0783,Verified,No
2393,INF0507,Influencer_507,Instagram,Micro,636833,45258,6217,1453,CAM02533,2116,44487,Product Launch,52928,0.0831,20.0241,0.04,Verified,No
2394,INF0458,Influencer_458,Facebook,Micro,660830,31960,5924,645,CAM02290,1890,37458,Giveaway,38529,0.0583,18.819,0.0491,Verified,No
2395,INF0493,Influencer_493,Facebook,Micro,558437,20100,2173,704,CAM02463,1768,17966,Promotion,22977,0.0411,9.1618,0.0769,Verified,No
2396,INF0443,Influencer_443,Facebook,Micro,284142,19055,3364,389,CAM02211,1687,19432,Giveaway,22808,0.0803,10.5187,0.074,Verified,No
2398,INF0459,Influencer_459,Youtube,Micro,887357,22260,3910,1078,CAM02291,1180,20155,Promotion,27248,0.0307,16.0805,0.0433,Verified,No
2401,INF0459,Influencer_459,Instagram,Micro,872949,66931,9385,2467,CAM02292,2824,62103,Promotion,78783,0.0902,20.9911,0.0358,Verified,No
2404,INF0508,Influencer_508,Instagram,Micro,875185,13783,1426,469,CAM02536,1704,14110,Giveaway,15678,0.0179,7.2805,0.1087,Verified,No
2406,INF0494,Influencer_494,Facebook,Micro,689874,25880,2712,669,CAM02466,1138,23267,Promotion,29261,0.0424,19.4455,0.0389,Verified,No
2409,INF0494,Influencer_494,Youtube,Nano,608475,59003,3470,2342,CAM02467,4072,53339,Promotion,64815,0.1065,12.099,0.0628,Verified,No
2411,INF0443,Influencer_443,Youtube,Micro,883257,18371,2384,445,CAM02214,425,15062,Giveaway,21200,0.024,34.44,0.02,Verified,Yes
2412,INF0494,Influencer_494,Instagram,Micro,786139,47165,8194,1423,CAM02468,2968,47440,Promotion,56782,0.0722,14.9838,0.0523,Verified,No
2413,INF0460,Influencer_460,Instagram,Macro,212470,11515,1610,159,CAM02296,3977,14160,Giveaway,13284,0.0625,2.5605,0.2994,Verified,No
2416,INF0460,Influencer_460,Youtube,Nano,687426,43345,4407,1518,CAM02297,1996,36853,Giveaway,49270,0.0717,17.4634,0.0405,Verified,No
2417,INF0444,Influencer_444,Instagram,Micro,517307,11099,1601,390,CAM02216,197,9232,Product Launch,13090,0.0253,45.8629,0.015,Verified,Yes
2422,INF0444,Influencer_444,Youtube,Nano,922440,44646,6484,1975,CAM02218,2266,39341,Promotion,53105,0.0576,16.3614,0.0427,Verified,No
2424,INF0460,Influencer_460,Facebook,Micro,18412,1687,310,82,CAM02300,4423,15374,Product Launch,2079,0.1129,2.4759,2.1275,Verified,No
2425,INF0495,Influencer_495,Instagram,Nano,927213,79338,8255,2148,CAM02471,187,57173,Giveaway,89741,0.0968,304.738,0.0021,Verified,Yes
2427,INF0508,Influencer_508,Youtube,Micro,880094,82743,10674,2607,CAM02538,684,64762,Product Launch,96024,0.1091,93.6813,0.0071,Verified,Yes
2428,INF0461,Influencer_461,Youtube,Micro,199879,3226,293,106,CAM02301,3464,18213,Product Launch,3625,0.0181,4.2578,0.9556,Verified,No
2431,INF0508,Influencer_508,Facebook,Micro,221967,11846,2313,436,CAM02539,1934,12390,Promotion,14595,0.0658,5.4064,0.1325,Verified,No
2432,INF0461,Influencer_461,Instagram,Mega,213916,41960,3436,46,CAM02302,3815,20265,Giveaway,45442,0.2124,4.3119,0.084,Verified,No
2433,INF0495,Influencer_495,Youtube,Micro,732025,25139,1432,686,CAM02473,2639,17701,Giveaway,27257,0.0372,5.7075,0.0968,Verified,No
2434,INF0461,Influencer_461,Facebook,Nano,299374,21544,3762,567,CAM02303,275,18668,Product Launch,25873,0.0864,66.8836,0.0106,Verified,Yes
2435,INF0495,Influencer_495,Facebook,Nano,132241,6475,951,135,CAM02474,4885,28811,Promotion,7561,0.0572,4.8979,0.6461,Verified,No
2439,INF0462,Influencer_462,Youtube,Macro,886704,81978,15270,1560,CAM02306,592,67873,Promotion,98808,0.1114,113.6503,0.006,Verified,Yes
2441,INF0445,Influencer_445,Instagram,Micro,517307,10859,1839,213,CAM02221,180,9093,Giveaway,12911,0.025,49.5167,0.0139,Verified,Yes
2443,INF0462,Influencer_462,Instagram,Micro,736848,24080,2383,315,CAM02308,1088,17513,Promotion,26778,0.0363,15.0965,0.0406,Verified,No
2445,INF0509,Influencer_509,Facebook,Micro,941783,10227,875,198,CAM02541,2415,18599,Promotion,11300,0.012,6.7014,0.2137,Verified,No
2447,INF0445,Influencer_445,Facebook,Nano,944787,43630,8446,2173,CAM02223,3429,47918,Giveaway,54249,0.0574,12.9743,0.0632,Verified,No
2448,INF0509,Influencer_509,Youtube,Micro,569286,50738,6014,1341,CAM02542,4988,53168,Product Launch,58093,0.102,9.6592,0.0859,Verified,No
2451,INF0496,Influencer_496,Youtube,Mega,743759,30141,3479,1064,CAM02476,642,23525,Product Launch,34684,0.0466,35.6433,0.0185,Verified,Yes
2453,INF0463,Influencer_463,Facebook,Micro,378250,27383,3935,289,CAM02311,2075,22064,Promotion,31607,0.0836,9.6333,0.0657,Verified,No
2455,INF0509,Influencer_509,Instagram,Micro,938573,50913,2686,810,CAM02544,336,32149,Promotion,54409,0.058,94.6815,0.0062,Verified,Yes
2457,INF0446,Influencer_446,Instagram,Nano,904894,77642,13467,1493,CAM02226,3509,65378,Product Launch,92602,0.1023,17.6315,0.0379,Verified,No
2458,INF0496,Influencer_496,Instagram,Micro,343406,25959,3016,611,CAM02477,2492,29601,Giveaway,29586,0.0862,10.8784,0.0842,Verified,No
2460,INF0463,Influencer_463,Instagram,Nano,87675,6257,820,303,CAM02313,4962,22259,Product Launch,7380,0.0842,3.4859,0.6724,Verified,No
2462,INF0510,Influencer_510,Instagram,Micro,752537,16571,2044,660,CAM02546,1285,19040,Giveaway,19275,0.0256,13.8171,0.0667,Verified,No
2465,INF0510,Influencer_510,Facebook,Nano,693244,8042,442,235,CAM02547,2220,14791,Product Launch,8719,0.0126,5.6626,0.2546,Verified,No
2466,INF0463,Influencer_463,Youtube,Micro,540006,18065,2361,565,CAM02315,4722,22521,Promotion,20991,0.0389,3.7694,0.225,Verified,No
2468,INF0464,Influencer_464,Youtube,Nano,9177,916,55,10,CAM02316,3702,13830,Product Launch,981,0.1069,2.7358,3.7737,Verified,No
2470,INF0464,Influencer_464,Facebook,Micro,166926,16380,2428,740,CAM02317,4693,23945,Promotion,19548,0.1171,4.1023,0.2401,Verified,No
2473,INF0464,Influencer_464,Instagram,Micro,468601,20149,3962,551,CAM02319,3082,27892,Giveaway,24662,0.0526,8.05,0.125,Verified,No
2474,INF0511,Influencer_511,Instagram,Nano,225388,15926,1045,448,CAM02551,3136,19861,Promotion,17419,0.0773,5.3332,0.18,Verified,No
2475,INF0511,Influencer_511,Facebook,Nano,617225,868018,1700,386,CAM02552,68,11746,Product Launch,870104,1.4097,171.7353,0.0001,Suspicious,No
2478,INF0511,Influencer_511,Youtube,Nano,671797,65259,4674,2931,CAM02553,994,48504,Product Launch,72864,0.1085,47.7968,0.0136,Verified,Yes
2479,INF0465,Influencer_465,Youtube,Micro,568383,15339,911,413,CAM02321,3850,16154,Product Launch,16663,0.0293,3.1958,0.2311,Verified,No
2482,INF0465,Influencer_465,Facebook,Micro,240343,10364,1102,509,CAM02322,4847,15608,Product Launch,11975,0.0498,2.2201,0.4048,Verified,No
2486,INF0512,Influencer_512,Facebook,Nano,949681,84399,9838,1805,CAM02556,1582,66658,Giveaway,96042,0.1011,41.1353,0.0165,Verified,Yes
2488,INF0465,Influencer_465,Instagram,Micro,517307,3205,640,121,CAM02324,4835,15253,Giveaway,3966,0.0077,2.1547,1.2191,Verified,No
2491,INF0512,Influencer_512,Instagram,Nano,105533,6360,674,289,CAM02558,1203,10465,Giveaway,7323,0.0694,7.6991,0.1643,Verified,No
