Influencer_ID,Influencer_Name,Platform,Influencer_Tier,Followers,Avg_Likes,Avg_Comments,Avg_Shares,Campaign_ID,Campaign_Cost,Revenue,ROI,Campaign_Type
 INF0570 ,Influencer_570,Instagram,Micro,16793,823,64,24, CAM02846 ,1022,"$3,896 ",2.81,Product Launch
INF0570,Influencer_570,TikTok,Macro,,75139,5267,1017,CAM02847,1806,"$55,999 ",30.01,Giveaway
INF0570,Influencer_570,TikTok,Micro,31579,2753,161,85,CAM02848,1025,6270,5.12,Giveaway
INF0570,influencer_570,TikTok,Nano,850950,23250,2084,1008,CAM02849,605,19625,31.44,Promotion
INF0570,Influencer_570,TikTok,Mega,210742,,2458,1001,CAM02850,1413,17601,11.46,Giveaway
INF0571,Influencer_571,YouTube,Micro,985789,11084,1460,298,CAM02851,2140,15365,6.18,Giveaway
INF0571,Influencer_571,Instagram,Micro,540700,24338,4861,1194,CAM02852,4628,31988,5.91,Promotion
INF0571,Influencer_571,Instagram,Nano,92368,7516,1490,343,CAM02853,4068,18663,3.59,Giveaway
INF0571,Influencer_571,YouTube,Nano,871176,83559,6131,1468,CAM02854,3621,68916,18.03,Product Launch
INF0571,Influencer_571,YouTube,Nano,456919,37435,3396,424,CAM02855,2824,30099,9.66,Giveaway
INF0572,Influencer_572,TikTok,Macro,99908,6764,1275,279,CAM02856,483,7833,15.22,Promotion
INF0572,Influencer_572,YouTube,Macro,582890,12563,1568,454,CAM02857,443,11629,25.25,Promotion
INF0572,Influencer_572,YouTube,Mega,144128,5306,410,183,CAM02858,4420,13986,2.16,Giveaway
INF0572,Influencer_572,Instagram,Mega,745979,48301,5038,1936,CAM02859,4010,51674,11.89,Product Launch
INF0572,Influencer_572,TikTok,Macro,610040,28450,4198,689,CAM02860,211,22810,107.1,Product Launch
INF0573,Influencer_573,TikTok,Mega,577618,26261,3438,354,CAM02861,4591,35673,6.77,Promotion
INF0573,Influencer_573,TikTok,Micro,231205,12308,2414,292,CAM02862,3398,24795,6.3,Product Launch
INF0573,Influencer_573,Instagram,Micro,538091,48689,8618,957,CAM02863,2894,41481,13.33,Giveaway
INF0573,Influencer_573,TikTok,Macro,218412,14479,1575,717,CAM02864,2497,19394,6.77,Product Launch
INF0573,Influencer_573,Instagram,Nano,827152,36698,5434,478,CAM02865,2062,31721,14.38,Product Launch
INF0574,Influencer_574,YouTube,Micro,55457,4798,288,238,CAM02866,1217,4966,3.08,Product Launch
INF0574,Influencer_574,YouTube,Mega,181029,2012,152,87,CAM02867,2020,2687,0.33,Product Launch
 INF0574 ,Influencer_574,YouTube,Macro,372021,29076,4010,1201, CAM02868 ,"$2,875 ",25047,7.71,Product Launch
INF0574,Influencer_574,Instagram,Micro,763078,68401,13485,738,CAM02869,151,56094,370.48,Giveaway
INF0574,Influencer_574,YouTube,Micro,675472,23593,2367,838,CAM02870,998,20154,19.19,Product Launch
INF0575,Influencer_575,Instagram,Micro,939824,48824,4825,1983,CAM02871,3009,40753,12.54,Product Launch
INF0575,Influencer_575,YouTube,Micro,713686,29958,3017,703,CAM02872,1748,23929,12.69,Promotion
INF0575,Influencer_575,YouTube,Micro,881570,20073,3980,218,CAM02873,91,16581,181.21,Product Launch
INF0575,Influencer_575,YouTube,Macro,547881,27700,1712,1018,CAM02874,3739,35772,8.57,Giveaway
INF0575,Influencer_575,YouTube,Macro,998727,98000,12719,1819,CAM02875,384,73441,190.25,Product Launch
 INF0576 ,Influencer_576,YouTube,Micro,740319,52293,7100,2587, CAM02876 ,2356,"$43,260 ",17.36,Giveaway
INF0576,Influencer_576,TikTok,Macro,365577,27534,,1136,CAM02877,3662,29065,6.94,Product Launch
INF0576,Influencer_576,TikTok,Nano,339663,24164,2975,280,CAM02878,3818,25843,5.77,Product Launch
INF0576,Influencer_576,Instagram,Macro,331130,24778,4323,446,CAM02879,2330,28346,11.17,Promotion
INF0576,Influencer_576,YouTube,Nano,372167,4170,736,198,CAM02880,2476,14061,4.68,Promotion
INF0577,Influencer_577,YouTube,Micro,961892,31412,3769,1442,CAM02881,2130,30314,13.23,Giveaway
INF0577,influencer_577,TikTok,Micro,973956,35274,6042,1651,CAM02882,3020,36473,11.08,Promotion
INF0577,Influencer_577,YouTube,Macro,943175,76108,9374,1420,CAM02883,307,56275,182.31,Product Launch
 INF0577 ,Influencer_577,Instagram,Mega,939313,64581,5477,1773, CAM02884 ,192,44393,230.21,Giveaway
INF0577,Influencer_577,YouTube,Micro,681575,39454,4080,590,CAM02885,251,28149,111.15,Product Launch
INF0578,Influencer_578,Instagram,Macro,421871,8146,831,95,CAM02886,3498,9310,10.87311614,Promotion
INF0578,Influencer_578,YouTube,Mega,85079,3317,507,61,CAM02887,510,3006,4.89,Giveaway
INF0578,Influencer_578,YouTube,Micro,,2422,,30,CAM02888,547,2761,4.05,Promotion
INF0578,Influencer_578,Instagram,Mega,262712,369458.1026,654,45,CAM02889,1657,4147,1.5,Product Launch
 INF0578 ,Influencer_578,YouTube,Macro,313570,,,45, CAM02890 ,2405,11843,3.92,Giveaway
INF0579,Influencer_579,YouTube,Micro,460501,25919,3617,733,CAM02891,1754,23299,12.28,Giveaway
INF0579,Influencer_579,Instagram,Micro,433058,16468,1905,401,CAM02892,3281,28206,7.6,Product Launch
INF0579,Influencer_579,Instagram,Nano,642191,63563,7953,1129,CAM02893,3104,"$50,751 ",15.35,Promotion
INF0579,Influencer_579,TikTok,Macro,836399,10005,1520,319,CAM02894,1869,15319,7.2,Giveaway
INF0579,Influencer_579,YouTube,Macro,358479,15486,1456,667,CAM02895,193,12200,62.21,Giveaway
INF0580,Influencer_580,TikTok,Micro,988998,65955,10626,2866,CAM02896,2789,63113,21.63,Promotion
INF0580,Influencer_580,TikTok,Micro,180577,11779,711,357,CAM02897,2405,12587,4.23,Promotion
INF0580,Influencer_580,TikTok,Micro,124355,11915,923,407,CAM02898,3752,22233,4.93,Product Launch
INF0580,Influencer_580,YouTube,Micro,586665,,482,144,CAM02899,3875,12056,2.11,Giveaway
INF0580,Influencer_580,YouTube,Micro,476890,27959,4357,679,CAM02900,101,22108,217.89,Product Launch
INF0581,Influencer_581,Instagram,Micro,626782,32204,2546,713,CAM02901,4830,25024,4.18,Giveaway
INF0581,Influencer_581,Instagram,Micro,185126,16669,1420,215,CAM02902,3188,25953,7.14,Giveaway
INF0581,Influencer_581,YouTube,Micro,883313,37829,5566,728,CAM02903,1096,31628,27.86,Product Launch
INF0581,Influencer_581,TikTok,Macro,417584,36761,2417,891,CAM02904,2210,25753,10.65,Promotion
INF0581,Influencer_581,TikTok,Macro,272367,9797,1687,211,CAM02905,156,"$7,933 ",49.85,Promotion
INF0582,Influencer_582,YouTube,Nano,949923,70026,4145,3233,CAM02906,4290,52359,11.2,Promotion
INF0582,Influencer_582,TikTok,Micro,869763,39402,3557,1945,CAM02907,4192,48570,10.59,Promotion
INF0582,Influencer_582,YouTube,Macro,860055,79135,5063,1625,CAM02908,2055,52842,24.71,Giveaway
INF0582,Influencer_582,YouTube,Macro,81260,5595,728,189,CAM02909,1119,8338,6.45,Product Launch
INF0582,Influencer_582,Instagram,Macro,749141,10763,1739,428,CAM02910,3790,26849,6.08,Product Launch
INF0583,Influencer_583,TikTok,Macro,544765,17396,928,736,CAM02911,375,12414,32.1,Promotion
INF0583,Influencer_583,YouTube,Nano,305608,5859,348,140,CAM02912,$604 ,6530,9.81,Product Launch
INF0583,Influencer_583,Instagram,Mega,99115,7585,1287,137,CAM02913,"$4,627 ",24927,4.39,Product Launch
INF0583,Influencer_583,YouTube,Macro,387221,36241,5026,538,CAM02914,2506,38750,14.46,Product Launch
INF0583,Influencer_583,YouTube,Nano,565685,28728,5202,942,CAM02915,1076,25537,22.73,Product Launch
INF0584,Influencer_584,TikTok,Micro,970889,93566,6081,2740,CAM02916,3021,73697,23.39,Promotion
INF0584,Influencer_584,YouTube,Nano,372930,12196,2276,316,CAM02917,2430,12569,4.17,Product Launch
INF0584,Influencer_584,Instagram,Nano,141707,7842,928,102,CAM02918,2056,12177,4.92,Giveaway
INF0584,Influencer_584,YouTube,Micro,149865,9729,1520,354,CAM02919,2739,14465,4.28,Giveaway
INF0584,Influencer_584,Instagram,Mega,291538,6313,1113,251,CAM02920,1587,9423,4.94,Product Launch
INF0585,Influencer_585,Instagram,Micro,18330,1777,247,74,CAM02921,931,2752,1.96,Giveaway
INF0585,Influencer_585,YouTube,Nano,969631,21086,3075,613,CAM02922,3014,27619,8.16,Product Launch
INF0585,Influencer_585,TikTok,Nano,12320,422,43,18,CAM02923,2658,8076,2.04,Giveaway
INF0585,influencer_585,TikTok,Micro,452930,,6633,909,CAM02924,1979,36515,17.45,Product Launch
INF0585,Influencer_585,YouTube,Mega,511452,43872,5321,1699,CAM02925,1451,39762,26.4,Giveaway
INF0586,Influencer_586,Instagram,Nano,999747,54839,,2482,CAM02926,3175,56580,16.82,Promotion
INF0586,influencer_586,Instagram,Micro,84748,2329,417,46,CAM02927,3991,6850,0.72,Giveaway
INF0586,Influencer_586,Instagram,Micro,552936,42977,5117,1167,CAM02928,474,32171,66.87,Product Launch
INF0586,Influencer_586,TikTok,Macro,953254,30896,5897,1309,CAM02929,1283,31248,23.36,Giveaway
INF0586,Influencer_586,TikTok,Micro,173596,3974,214,77,CAM02930,1880,5432,1.89,Product Launch
INF0587,Influencer_587,TikTok,Micro,427833,12034,677,587,CAM02931,1949,11328,4.81,Giveaway
INF0587,Influencer_587,YouTube,Micro,644933,34421,3228,1166,CAM02932,1641,28001,16.06,Giveaway
INF0587,Influencer_587,YouTube,Micro,270999,24016,3063,378,CAM02933,4667,29399,5.3,Promotion
INF0587,Influencer_587,Instagram,Nano,537809,35211,5378,630,CAM02934,2946,35391,11.01,Product Launch
INF0587,Influencer_587,Instagram,Nano,783948,65207,6244,2182,CAM02935,4979,68190,12.7,Giveaway
INF0588,Influencer_588,YouTube,Nano,856191,71750,3689,727,CAM02936,1399,48355,33.56,Product Launch
INF0588,Influencer_588,TikTok,Micro,683159,43560,3225,939,CAM02937,3305,43588,12.19,Product Launch
INF0588,Influencer_588,YouTube,Nano,792376,56576,7330,754,CAM02938,2620,"$49,018 ",17.71,Giveaway
INF0588,Influencer_588,Instagram,Macro,217879,18892,2949,658,CAM02939,794,17373,20.88,Promotion
INF0588,Influencer_588,TikTok,Micro,53082,1100,122,12,CAM02940,615,3661,4.95,Promotion
INF0589,Influencer_589,Instagram,Nano,,45236,2562,1518,CAM02941,1270,31461,23.77,Product Launch
INF0589,Influencer_589,Instagram,Macro,503574,9539,1700,95,CAM02942,3257,9641,1.96,Giveaway
INF0589,Influencer_589,TikTok,Nano,667128,52171,5439,2062,CAM02943,1595,44240,26.74,Product Launch
INF0589,Influencer_589,Instagram,Micro,681306,53874,3269,2525,CAM02944,666,"$38,035 ",56.11,Promotion
INF0589,Influencer_589,TikTok,Nano,390203,29293,3192,547,CAM02945,2379,23686,8.96,Giveaway
INF0590,Influencer_590,TikTok,Nano,184501,17166,1826,519,CAM02946,4707,30614,5.5,Product Launch
INF0590,Influencer_590,Instagram,Macro,899817,43671,4827,1681,CAM02947,1941,39565,19.38,Promotion
INF0590,Influencer_590,TikTok,Micro,834038,43738,7299,1558,CAM02948,2373,41664,16.56,Product Launch
INF0590,Influencer_590,Instagram,Nano,142902,1916,227,82,CAM02949,4537,11574,1.55,Product Launch
INF0590,Influencer_590,TikTok,Nano,229845,5466,1081,197,CAM02950,,21314,4.79,Giveaway
INF0591,Influencer_591,Instagram,Nano,618654,12144,1140,389,CAM02951,3937,22909,4.82,Giveaway
INF0591,influencer_591,YouTube,Micro,643757,16929,2451,586,CAM02952,2737,17766,5.49,Promotion
INF0591,Influencer_591,YouTube,Mega,112414,8928,510,345,CAM02953,1274,7141,4.61,Product Launch
INF0591,Influencer_591,Instagram,Nano,851275,57756,3175,2880,CAM02954,4195,"$43,626 ",9.4,Promotion
INF0591,Influencer_591,TikTok,Nano,420297,13766,1497,493,CAM02955,717,11521,15.07,Giveaway
INF0592,Influencer_592,TikTok,Nano,119778,4803,486,232,CAM02956,1849,9082,3.91,Promotion
INF0592,Influencer_592,YouTube,Macro,1184,33,5,0,CAM02957,3564,15764,3.42,Giveaway
INF0592,Influencer_592,TikTok,Nano,465829,10183,695,303,CAM02958,3994,18958,3.75,Product Launch
INF0592,influencer_592,TikTok,Nano,948773,69229,3745,2620,CAM02959,4745,50267,9.59,Giveaway
INF0592,influencer_592,Instagram,Nano,834297,34200,5117,1572,CAM02960,466,29577,62.47,Product Launch
INF0593,Influencer_593,YouTube,Nano,293881,13041,2434,275,CAM02961,289,10955,36.91,Promotion
INF0593,Influencer_593,YouTube,Micro,318857,21846,3915,333,CAM02962,3244,30949,8.54,Promotion
INF0593,Influencer_593,TikTok,Nano,23743,1435,127,18,CAM02963,1403,4790,2.41,Product Launch
 INF0593 ,Influencer_593,Instagram,Nano,377276,8107,1381,264, CAM02964 ,4364,15656,2.59,Promotion
INF0593,Influencer_593,TikTok,Nano,359486,34053,6258,1125,CAM02965,1062,31405,28.57,Product Launch
INF0594,Influencer_594,Instagram,Macro,703871,28524,2702,332,CAM02966,3058,22569,6.38,Promotion
INF0594,Influencer_594,TikTok,Macro,289953,17418,2161,459,CAM02967,3738,29946,7.01,Giveaway
INF0594,Influencer_594,Instagram,Micro,713515,16045,1079,352,CAM02968,3582,12522,2.5,Giveaway
INF0594,Influencer_594,TikTok,Macro,866362,81681,8890,2251,CAM02969,4185,65601,14.68,Giveaway
INF0594,Influencer_594,Instagram,Nano,793067,13417,2280,630,CAM02970,1297,14031,9.82,Promotion
 INF0595 ,Influencer_595,Instagram,Micro,364021,32253,3830,533, CAM02971 ,2151,28459,12.23,Product Launch
INF0595,Influencer_595,Instagram,Nano,689263,32888,5011,793,CAM02972,862,26843,30.14,Giveaway
INF0595,Influencer_595,YouTube,Micro,355000,29026,3112,624,CAM02973,718,21914,29.52,Promotion
INF0595,Influencer_595,Instagram,Macro,468212,33657,3446,1025,CAM02974,2382,28914,11.14,Promotion
INF0595,Influencer_595,YouTube,Nano,,12434,2215,416,CAM02975,3721,"$19,392 ",4.21,Promotion
INF0596,Influencer_596,TikTok,Micro,745030,67181,3772,864,CAM02976,4939,51663,9.46,Product Launch
INF0596,Influencer_596,TikTok,Micro,281967,8434,,128,CAM02977,3297,9264,1.81,Product Launch
INF0596,Influencer_596,TikTok,Micro,250408,7995,1547,227,CAM02978,3797,10460,1.75,Giveaway
INF0596,Influencer_596,TikTok,Nano,551757,21833,1179,606,CAM02979,3497,28583,7.17,Promotion
INF0596,Influencer_596,YouTube,Nano,377640,24834,1382,537,CAM02980,4720,24212,4.13,Giveaway
INF0597,Influencer_597,YouTube,Nano,640340,15311,2744,354,CAM02981,268,12671,46.28,Product Launch
INF0597,Influencer_597,Instagram,Nano,49762,1961,359,21,CAM02982,3698,19610,4.3,Giveaway
INF0597,Influencer_597,YouTube,Nano,143675,,1362,347,CAM02983,65,7245,110.46,Giveaway
INF0597,Influencer_597,YouTube,Micro,669130,15249,1355,485,CAM02984,4003,13069,2.26,Product Launch
INF0597,Influencer_597,TikTok,Nano,769693,41743,6920,2000,CAM02985,992,36370,35.66,Giveaway
INF0598,Influencer_598,YouTube,Nano,933346,36175,2629,1534,CAM02986,2407,28595,10.88,Giveaway
INF0598,Influencer_598,Instagram,Micro,674859,39411,2322,1269,CAM02987,4531,39692,7.76,Promotion
INF0598,Influencer_598,YouTube,Micro,729669,21841,2543,889,CAM02988,4114,27596,5.71,Giveaway
INF0598,Influencer_598,YouTube,Micro,308034,19712,1688,657,CAM02989,715,17063,22.86,Product Launch
INF0598,Influencer_598,YouTube,Micro,175060,8095,1521,175,CAM02990,1238,11949,8.65,Promotion
INF0599,influencer_599,Instagram,Mega,557549,36438,6463,878,CAM02991,2786,43055,14.45,Giveaway
INF0599,Influencer_599,Instagram,Micro,858148,49166,4902,2418,CAM02992,134,37287,277.26,Giveaway
INF0599,Influencer_599,YouTube,Nano,396151,25657,2797,1246,CAM02993,1551,26899,16.34,Giveaway
INF0599,Influencer_599,YouTube,Macro,100039,6683,903,304,CAM02994,1912,14046,6.35,Promotion
INF0599,Influencer_599,YouTube,Micro,31384,3025,253,118,CAM02995,2128,5318,1.5,Giveaway
INF0600,Influencer_600,Instagram,Nano,37417,647,109,14,CAM02996,3983,3306,-0.17,Promotion
INF0600,Influencer_600,TikTok,Mega,702485,49614,4651,1403,CAM02997,1330,38515,27.96,Giveaway
INF0600,Influencer_600,YouTube,Macro,47652,4046,579,46,CAM02998,2675,12703,3.75,Product Launch
INF0600,Influencer_600,YouTube,Micro,394273,24213,1238,874,CAM02999,2787,25917,8.3,Giveaway
INF0600,Influencer_600,TikTok,Nano,627469,15506,1370,308,CAM03000,4947,17576,2.55,Product Launch
INF0601,Influencer_601,Instagram,Micro,780558,,6852,1546,CAM03001,4435,42171,8.51,Product Launch
INF0601,Influencer_601,TikTok,Mega,267118,11981,1155,134,CAM03002,2916,"$21,199 ",6.27,Giveaway
INF0601,Influencer_601,TikTok,Micro,298214,7213,1157,82,CAM03003,3776,23064,5.11,Giveaway
INF0601,Influencer_601,YouTube,Mega,410274,13537,2156,674,CAM03004,4587,24493,4.34,Product Launch
INF0601,Influencer_601,TikTok,Nano,979127,89152,5142,3476,CAM03005,4526,65059,13.37,Giveaway
INF0602,Influencer_602,YouTube,Nano,159554,224384.566,420,191,CAM03006,594,7471,11.58,Giveaway
INF0602,Influencer_602,YouTube,Micro,462849,16356,948,614,CAM03007,3988,29598,6.42,Giveaway
INF0602,Influencer_602,TikTok,Micro,655110,12028,715,249,CAM03008,547,9385,16.16,Product Launch
INF0602,Influencer_602,YouTube,Nano,24178,2147,164,44,CAM03009,855,3430,3.01,Giveaway
INF0602,Influencer_602,YouTube,Micro,119292,1942,259,38,CAM03010,2130,11970,4.62,Giveaway
INF0603,Influencer_603,Instagram,Micro,514214,43875,5958,1967,CAM03011,4099,54310,12.25,Promotion
INF0603,influencer_603,TikTok,Micro,381457,31889,5751,1009,CAM03012,,43474,10.48,Giveaway
INF0603,Influencer_603,TikTok,Nano,288058,14263,1328,229,CAM03013,948,13693,13.44,Product Launch
INF0603,Influencer_603,Instagram,Mega,880403,53872,3635,1766,CAM03014,4082,52262,11.8,Giveaway
INF0603,Influencer_603,Instagram,Nano,805350,39175,6946,1611,CAM03015,3513,46062,12.11,Promotion
INF0604,Influencer_604,TikTok,Mega,796881,24458,2462,1221,CAM03016,1006,20582,19.46,Promotion
INF0604,Influencer_604,Instagram,Macro,498516,20281,1917,392,CAM03017,2797,25395,8.08,Promotion
INF0604,Influencer_604,Instagram,Micro,732870,22906,2440,693,CAM03018,4085,28708,6.03,Product Launch
INF0604,Influencer_604,YouTube,Micro,820432,36304,6762,1003,CAM03019,1979,37096,17.74,Product Launch
INF0604,Influencer_604,Instagram,Micro,223832,20521,1201,374,CAM03020,"$4,987 ",36504,6.32,Giveaway
INF0605,Influencer_605,Instagram,Nano,430581,41671,4655,995,CAM03021,1024,32525,30.76,Giveaway
INF0605,Influencer_605,Instagram,Nano,,2458,483,40,CAM03022,4668,23008,3.93,Product Launch
INF0605,Influencer_605,TikTok,Macro,8784,211,16,9,CAM03023,4669,14762,2.16,Promotion
INF0605,Influencer_605,Instagram,Nano,813586,36948,2159,1008,CAM03024,3483,28571,7.2,Promotion
INF0605,Influencer_605,YouTube,Micro,,14669,1452,241,CAM03025,,17328,9.05,Giveaway
INF0606,Influencer_606,TikTok,Micro,682153,20900,2356,879,CAM03026,433,16056,36.08,Product Launch
INF0606,Influencer_606,Instagram,Mega,85244,2902,239,124,CAM03027,3341,7970,1.39,Promotion
INF0606,Influencer_606,YouTube,Micro,751550,65693,13009,1312,CAM03028,61,55249,904.72,Promotion
INF0606,Influencer_606,YouTube,Nano,624283,8213,1386,372,CAM03029,3173,18279,4.76,Promotion
INF0606,Influencer_606,TikTok,Micro,946410,19954,2141,864,CAM03030,2222,16485,6.42,Product Launch
INF0607,Influencer_607,TikTok,Micro,162764,16129,2443,742,CAM03031,4626,30308,5.55,Promotion
INF0607,Influencer_607,Instagram,Micro,246739,5769,590,192,CAM03032,817,7393,8.05,Product Launch
INF0607,influencer_607,Instagram,Macro,896118,18738,2507,319,CAM03033,,27461,8.45,Promotion
INF0607,Influencer_607,TikTok,Macro,613274,18880,2074,636,CAM03034,4269,17907,3.19,Giveaway
INF0607,influencer_607,Instagram,Mega,809391,73007,4853,845,CAM03035,"$4,197 ",57107,12.61,Product Launch
INF0608,Influencer_608,Instagram,Macro,486864,684688.3646,7181,978,CAM03036,1282,34465,25.88,Giveaway
INF0608,Influencer_608,Instagram,Mega,132607,1871,358,29,CAM03037,3147,4287,0.36,Giveaway
INF0608,Influencer_608,Instagram,Mega,495593,40156,7817,1378,CAM03038,3671,41024,10.18,Promotion
INF0608,Influencer_608,Instagram,Micro,605229,21928,1638,838,CAM03039,3021,"$26,591 ",7.8,Product Launch
INF0608,Influencer_608,YouTube,Micro,190001,16558,976,605,CAM03040,409,12964,30.7,Product Launch
INF0609,Influencer_609,Instagram,Micro,643453,29026,4379,1091,CAM03041,2800,32200,10.5,Giveaway
INF0609,Influencer_609,YouTube,Macro,10402,489,31,9,CAM03042,1474,5643,2.83,Promotion
 INF0609 ,Influencer_609,YouTube,Micro,723822,55220,3485,596, CAM03043 ,4324,44737,9.35,Product Launch
INF0609,Influencer_609,YouTube,Micro,755270,54354,8085,1855,CAM03044,2923,54764,17.74,Giveaway
INF0609,Influencer_609,Instagram,Mega,6149,373,22,16,CAM03045,3255,6952,1.14,Giveaway
INF0610,Influencer_610,YouTube,Micro,725703,67852,9794,2822,CAM03046,1523,55589,35.5,Product Launch
INF0610,Influencer_610,TikTok,Nano,768876,44504,3403,1575,CAM03047,2201,40596,17.44,Product Launch
INF0610,Influencer_610,YouTube,Mega,123850,10246,1225,176,CAM03048,2902,19259,36.94239461,Giveaway
INF0610,Influencer_610,Instagram,Nano,985313,65063,3602,695,CAM03049,3667,44388,11.1,Giveaway
INF0610,Influencer_610,TikTok,Nano,,21520,1821,992,CAM03050,3765,21360,4.67,Giveaway
INF0611,Influencer_611,TikTok,Micro,771602,53759,8120,1211,CAM03051,3343,52645,14.75,Giveaway
INF0611,Influencer_611,Instagram,Micro,487163,4879,362,221,CAM03052,1575,5012,2.18,Promotion
INF0611,Influencer_611,YouTube,Micro,308942,13337,1497,468,CAM03053,,26169,5.91,Promotion
INF0611,Influencer_611,YouTube,Micro,90938,2903,229,87,CAM03054,"$4,144 ",15127,2.65,Promotion
INF0611,Influencer_611,YouTube,Micro,293899,24011,1892,516,CAM03055,3769,33126,7.79,Product Launch
INF0612,Influencer_612,YouTube,Nano,670462,53995,6318,2406,CAM03056,4294,61548,13.33,Promotion
INF0612,Influencer_612,YouTube,Nano,721545,26332,3520,1238,CAM03057,438,22415,50.18,Promotion
INF0612,Influencer_612,TikTok,Macro,339837,12640,2318,513,CAM03058,3625,"$15,361 ",3.24,Promotion
INF0612,Influencer_612,TikTok,Nano,101330,7686,1250,306,CAM03059,1647,14457,7.78,Giveaway
INF0612,Influencer_612,Instagram,Mega,334638,14187,743,461,CAM03060,,13811,6.02,Giveaway
INF0613,Influencer_613,YouTube,Micro,591512,46134,2372,2231,CAM03061,,34386,18.8,Giveaway
INF0613,Influencer_613,TikTok,Micro,142981,2176,299,52,CAM03062,4589,9314,1.03,Promotion
INF0613,Influencer_613,Instagram,Micro,564723,23875,,1142,CAM03063,4902,36929,6.53,Product Launch
INF0613,Influencer_613,TikTok,Nano,899273,40858,3142,414,CAM03064,2937,32440,10.05,Product Launch
INF0613,Influencer_613,Instagram,Macro,212168,10146,641,183,CAM03065,3346,19570,4.85,Promotion
INF0614,Influencer_614,TikTok,Micro,439824,25348,4875,327,CAM03066,4810,32933,38.3179093,Product Launch
INF0614,Influencer_614,TikTok,Macro,180012,10163,1839,185,CAM03067,251,8355,32.29,Promotion
INF0614,Influencer_614,TikTok,Micro,659446,14712,2600,426,CAM03068,1998,16820,7.42,Product Launch
INF0614,Influencer_614,YouTube,Macro,231069,22390,2065,1037,CAM03069,1771,20327,10.48,Giveaway
INF0614,Influencer_614,Instagram,Macro,6293,513,58,14,CAM03070,2748,12480,3.54,Giveaway
INF0615,influencer_615,TikTok,Macro,305114,9605,767,286,CAM03071,"$3,671 ",10866,1.96,Promotion
INF0615,influencer_615,Instagram,Macro,477814,32816,5126,1350,CAM03072,995,29096,28.24,Product Launch
INF0615,Influencer_615,Instagram,Micro,942056,90498,14907,2371,CAM03073,2640,84953,31.18,Promotion
INF0615,Influencer_615,TikTok,Macro,486208,15587,2450,480,CAM03074,4447,20043,3.51,Giveaway
INF0615,Influencer_615,YouTube,Macro,389826,22745,4023,597,CAM03075,2944,31153,9.58,Giveaway
INF0616,Influencer_616,YouTube,Micro,249492,8331,792,303,CAM03076,152,6668,42.87,Promotion
INF0616,Influencer_616,Instagram,Mega,169702,7696,840,155,CAM03077,251,6530,25.02,Product Launch
INF0616,influencer_616,YouTube,Micro,802204,14750,2812,635,CAM03078,4797,22732,3.74,Product Launch
INF0616,Influencer_616,TikTok,Micro,,57690,4252,626,CAM03079,1173,40854,33.83,Promotion
INF0616,Influencer_616,TikTok,Macro,684306,67723,10241,2718,CAM03080,165,54833,331.32,Giveaway
INF0617,Influencer_617,YouTube,Macro,290330,4032,708,67,CAM03081,3887,"$10,978 ",1.82,Giveaway
INF0617,Influencer_617,YouTube,Nano,194766,3147,384,52,CAM03082,3679,9762,1.65,Product Launch
INF0617,Influencer_617,YouTube,Micro,243407,4246,701,71,CAM03083,1828,5704,2.12,Promotion
INF0617,Influencer_617,YouTube,Micro,732586,45451,8351,1335,CAM03084,2315,42767,17.47,Promotion
 INF0617 ,Influencer_617,Instagram,Micro,674317,9129,1047,230, CAM03085 ,419,7087,15.91,Promotion
INF0618,Influencer_618,TikTok,Micro,702626,69432,6619,780,CAM03086,1752,54585,30.16,Product Launch
INF0618,influencer_618,YouTube,Micro,676799,26036,1680,710,CAM03087,372,18270,48.11,Promotion
INF0618,Influencer_618,Instagram,Nano,935471,34285,6272,757,CAM03088,2172,36977,16.02,Giveaway
INF0618,Influencer_618,Instagram,Micro,25180,1219,104,30,CAM03089,2492,6004,1.41,Promotion
 INF0618 ,Influencer_618,TikTok,Mega,227283,3697,491,122, CAM03090 ,1859,7698,3.14,Product Launch
INF0619,Influencer_619,Instagram,Micro,915815,81078,10705,2370,CAM03091,1721,64063,36.22,Giveaway
INF0619,Influencer_619,Instagram,Nano,671912,13464,1032,558,CAM03092,$120 ,9675,79.62,Giveaway
INF0619,Influencer_619,TikTok,Micro,295458,19758,2289,735,CAM03093,3492,31003,7.88,Giveaway
INF0619,influencer_619,Instagram,Mega,339233,26295,3804,595,CAM03094,295,21300,71.2,Giveaway
INF0619,Influencer_619,YouTube,Micro,113882,7919,1148,200,CAM03095,4992,26857,4.38,Product Launch
INF0620,Influencer_620,TikTok,Micro,695613,33510,2892,773,CAM03096,1453,27625,18.01,Promotion
INF0620,Influencer_620,TikTok,Nano,322405,18507,3280,575,CAM03097,355,15647,43.08,Product Launch
INF0620,Influencer_620,Instagram,Macro,506071,10256,,387,CAM03098,4278,23079,4.39,Giveaway
INF0620,Influencer_620,Instagram,Nano,646737,43704,5684,1862,CAM03099,1735,36477,20.02,Product Launch
INF0620,Influencer_620,YouTube,Macro,974772,76700,12427,2330,CAM03100,4823,67435,12.98,Giveaway
INF0621,Influencer_621,Instagram,Macro,831705,47533,6711,2370,CAM03101,1134,40796,34.98,Giveaway
INF0621,Influencer_621,Instagram,Micro,674061,64566,4817,1217,CAM03102,3772,56235,13.91,Product Launch
INF0621,Influencer_621,YouTube,Micro,775440,19265,2478,400,CAM03103,3297,23853,6.23,Giveaway
